      0.0      0.0      0.0   0.0    0.2218875189    0.0000000000
      1.0     -1.0     -1.0   3.0    0.1954196789    0.0000000000
      1.0      1.0     -1.0   3.0    0.1954196789    0.0000000000
     -1.0     -1.0     -1.0   3.0   -0.1954196789   -0.0000000000
      1.0     -1.0      1.0   3.0    0.1954196789    0.0000000000
     -1.0      1.0     -1.0   3.0    0.1954196789   -0.0000000000
      1.0      1.0      1.0   3.0   -0.1954196789    0.0000000000
     -1.0     -1.0      1.0   3.0    0.1954196789   -0.0000000000
     -1.0      1.0      1.0   3.0    0.1954196789   -0.0000000000
      0.0      0.0     -2.0   4.0    0.0000000000   -0.0000000000
      2.0      0.0      0.0   4.0    0.0000000000    0.0000000000
      0.0     -2.0      0.0   4.0    0.0000000000   -0.0000000000
      0.0      2.0      0.0   4.0    0.0000000000    0.0000000000
     -2.0      0.0      0.0   4.0    0.0000000000   -0.0000000000
      0.0      0.0      2.0   4.0    0.0000000000   -0.0000000000
      2.0      0.0     -2.0   8.0    0.4579727056    0.0000000000
      0.0     -2.0     -2.0   8.0   -0.4579727056   -0.0000000000
      2.0     -2.0      0.0   8.0    0.4579727056    0.0000000000
      0.0      2.0     -2.0   8.0    0.4579727056    0.0000000000
      2.0      2.0      0.0   8.0   -0.4579727056   -0.0000000000
     -2.0      0.0     -2.0   8.0   -0.4579727056   -0.0000000000
      2.0      0.0      2.0   8.0   -0.4579727056   -0.0000000000
     -2.0     -2.0      0.0   8.0   -0.4579727056   -0.0000000000
      0.0     -2.0      2.0   8.0    0.4579727056    0.0000000000
     -2.0      2.0      0.0   8.0    0.4579727056    0.0000000000
      0.0      2.0      2.0   8.0   -0.4579727056   -0.0000000000
     -2.0      0.0      2.0   8.0    0.4579727056    0.0000000000
      1.0     -1.0     -3.0  11.0   -0.3219040814   -0.0000000000
      3.0     -1.0     -1.0  11.0    0.3219040814    0.0000000000
      1.0      1.0     -3.0  11.0    0.3219040814    0.0000000000
      3.0      1.0     -1.0  11.0   -0.3219040814   -0.0000000000
      1.0     -3.0     -1.0  11.0   -0.3219040814   -0.0000000000
     -1.0     -1.0     -3.0  11.0   -0.3219040814   -0.0000000000
     -1.0      1.0     -3.0  11.0   -0.3219040814   -0.0000000000
      3.0     -1.0      1.0  11.0   -0.3219040814   -0.0000000000
      3.0      1.0      1.0  11.0   -0.3219040814   -0.0000000000
      1.0      3.0     -1.0  11.0   -0.3219040814   -0.0000000000
     -1.0     -3.0     -1.0  11.0   -0.3219040814   -0.0000000000
      1.0     -3.0      1.0  11.0    0.3219040814    0.0000000000
     -1.0      3.0     -1.0  11.0    0.3219040814    0.0000000000
      1.0      3.0      1.0  11.0   -0.3219040814   -0.0000000000
     -1.0     -3.0      1.0  11.0   -0.3219040814   -0.0000000000
     -3.0     -1.0     -1.0  11.0   -0.3219040814   -0.0000000000
     -3.0      1.0     -1.0  11.0   -0.3219040814   -0.0000000000
      1.0     -1.0      3.0  11.0   -0.3219040814   -0.0000000000
      1.0      1.0      3.0  11.0   -0.3219040814   -0.0000000000
     -1.0      3.0      1.0  11.0   -0.3219040814   -0.0000000000
     -3.0     -1.0      1.0  11.0   -0.3219040814   -0.0000000000
     -1.0     -1.0      3.0  11.0    0.3219040814    0.0000000000
     -3.0      1.0      1.0  11.0    0.3219040814    0.0000000000
